city_id,city_name,region_no,dep_no,total_se_co,public_edu_health_social,other,technology,manufacturing,consumer,finance_re,construction_industry,eu_election_circle_fr,people_no,avg_pay_gap,executive_pay_gap,manager_pay_gap,worker_pay_gap,employee_pay_gap,executive_pay_gap_label,manager_pay_gap_label,worker_pay_gap_label,employee_pay_gap_label,technology_pct,consumer_pct,finance_re_pct,construction_industry_pct,public_edu_health_social_pct,manufacturing_pct,technology_pct_label,consumer_pct_label,public_edu_health_social_pct_label,finance_re_pct_label,construction_industry_pct_label,manufacturing_pct_label
13022,Cassis,93,13,982,119,52,166,28,395,131,63,Sud-Est,7225,20.96774193548388,32.3170731707317,-1.1299435028248548,19.53125,0.0,high pay gap,negative pay gap,high pay gap,low pay gap,18.403547671840354,43.791574279379155,14.523281596452328,6.984478935698448,13.19290465631929,3.1042128603104215,medium proportion,high proportion,low proportion,high proportion,low proportion,low proportion
13023,Ceyreste,93,13,312,63,25,73,10,64,22,46,Sud-Est,4218,26.041666666666668,17.708333333333336,16.66666666666667,18.5483870967742,17.322834645669285,high pay gap,medium pay gap,high pay gap,high pay gap,26.258992805755394,23.021582733812952,7.913669064748201,16.546762589928058,22.66187050359712,3.597122302158273,high proportion,low proportion,high proportion,low proportion,medium proportion,low proportion
13024,Charleval,93,13,141,18,13,31,3,36,12,26,Sud-Est,2501,22.58064516129032,16.30901287553648,15.286624203821647,21.705426356589154,5.309734513274349,medium pay gap,medium pay gap,high pay gap,low pay gap,24.6031746031746,28.57142857142857,9.523809523809524,20.634920634920633,14.285714285714285,2.380952380952381,high proportion,low proportion,medium proportion,medium proportion,high proportion,low proportion
13025,Châteauneuf-le-Rouge,93,13,165,21,12,44,7,40,17,22,Sud-Est,2106,25.46296296296296,16.107382550335572,20.224719101123604,-30.64516129032257,2.586206896551715,medium pay gap,high pay gap,negative pay gap,low pay gap,29.13907284768212,26.490066225165563,11.258278145695364,14.56953642384106,13.90728476821192,4.635761589403973,high proportion,low proportion,medium proportion,high proportion,medium proportion,medium proportion
13026,Châteauneuf-les-Martigues,93,13,890,104,66,135,50,262,69,161,Sud-Est,13782,18.66666666666667,15.720524017467241,15.95092024539878,22.222222222222214,9.482758620689651,medium pay gap,medium pay gap,high pay gap,medium pay gap,17.285531370038413,33.546734955185656,8.8348271446863,20.6145966709347,13.316261203585148,6.402048655569782,medium proportion,medium proportion,low proportion,medium proportion,high proportion,medium proportion
13027,Châteaurenard,93,13,1332,151,110,202,49,460,104,213,Sud-Est,15455,16.17647058823529,17.529880478087655,12.244897959183666,15.887850467289713,14.035087719298241,high pay gap,medium pay gap,medium pay gap,medium pay gap,17.133163698049195,39.016115351993214,8.821034775233247,18.06615776081425,12.807463952502122,4.156064461407973,medium proportion,high proportion,low proportion,medium proportion,medium proportion,low proportion
13028,La Ciotat,93,13,3473,589,228,652,162,972,328,469,Sud-Est,34796,18.589743589743595,16.153846153846153,11.038961038961045,15.652173913043486,7.27272727272728,medium pay gap,medium pay gap,medium pay gap,low pay gap,20.55485498108449,30.64312736443884,10.34047919293821,14.78562421185372,18.568726355611602,5.10718789407314,high proportion,medium proportion,high proportion,medium proportion,medium proportion,medium proportion
13030,Cuges-les-Pins,93,13,316,46,31,53,9,76,24,66,Sud-Est,4877,21.15384615384615,21.722846441947567,15.527950310559016,16.94915254237288,1.886792452830182,high pay gap,medium pay gap,medium pay gap,low pay gap,19.34306569343066,27.73722627737226,8.75912408759124,24.087591240875913,16.78832116788321,3.2846715328467155,high proportion,low proportion,medium proportion,medium proportion,high proportion,low proportion
13031,La Destrousse,93,13,322,76,21,33,8,94,30,53,Sud-Est,3041,21.73913043478262,14.754098360655728,11.875000000000002,15.254237288135597,12.820512820512823,medium pay gap,medium pay gap,medium pay gap,medium pay gap,11.224489795918368,31.97278911564626,10.204081632653061,18.027210884353742,25.850340136054424,2.7210884353741496,low proportion,medium proportion,high proportion,medium proportion,medium proportion,low proportion
13033,Ensuès-la-Redonne,93,13,326,58,25,70,16,70,27,43,Sud-Est,5239,22.564102564102566,22.2972972972973,15.340909090909097,26.771653543307078,9.836065573770487,high pay gap,medium pay gap,high pay gap,medium pay gap,24.647887323943664,24.647887323943664,9.507042253521126,15.140845070422534,20.422535211267608,5.633802816901409,high proportion,low proportion,high proportion,medium proportion,medium proportion,medium proportion
13035,Eyguières,93,13,438,66,46,81,15,111,36,73,Sud-Est,6821,26.589595375722553,28.965517241379306,14.024390243902435,16.666666666666664,15.126050420168072,high pay gap,medium pay gap,medium pay gap,medium pay gap,21.20418848167539,29.05759162303665,9.424083769633508,19.10994764397906,17.277486910994764,3.926701570680628,high proportion,low proportion,medium proportion,medium proportion,medium proportion,low proportion
13036,Eyragues,93,13,338,44,28,66,18,83,22,66,Sud-Est,4088,13.04347826086957,6.967213114754096,10.204081632653061,13.207547169811324,7.619047619047626,low pay gap,medium pay gap,medium pay gap,low pay gap,22.073578595317723,27.759197324414714,7.357859531772576,22.073578595317723,14.715719063545151,6.0200668896321075,high proportion,low proportion,medium proportion,low proportion,high proportion,medium proportion
13037,La Fare-les-Oliviers,93,13,472,70,44,76,23,138,30,76,Sud-Est,7911,24.27745664739885,22.0,16.969696969696972,23.38709677419355,15.384615384615385,high pay gap,medium pay gap,high pay gap,medium pay gap,18.401937046004843,33.41404358353511,7.263922518159806,18.401937046004843,16.94915254237288,5.569007263922518,medium proportion,medium proportion,medium proportion,low proportion,medium proportion,medium proportion
13038,Fontvieille,93,13,283,42,24,47,16,86,23,39,Sud-Est,3596,21.019108280254773,11.956521739130437,17.83439490445859,11.711711711711704,14.655172413793096,medium pay gap,high pay gap,medium pay gap,medium pay gap,18.57707509881423,33.99209486166008,9.090909090909092,15.41501976284585,16.600790513833992,6.324110671936759,medium proportion,medium proportion,medium proportion,medium proportion,medium proportion,medium proportion
13039,Fos-sur-Mer,93,13,1099,98,78,165,98,311,90,161,Sud-Est,15626,24.836601307189547,14.83050847457627,22.807017543859658,27.819548872180455,14.529914529914526,medium pay gap,high pay gap,high pay gap,medium pay gap,17.876489707475624,33.69447453954496,9.750812567713977,17.44312026002167,10.617551462621885,10.617551462621885,medium proportion,medium proportion,low proportion,medium proportion,medium proportion,high proportion
13040,Fuveau,93,13,740,123,60,176,29,170,58,105,Sud-Est,9560,24.999999999999993,19.272727272727273,15.527950310559016,7.563025210084036,12.5,high pay gap,medium pay gap,low pay gap,medium pay gap,26.626323751891075,25.718608169440245,8.774583963691377,15.88502269288956,18.608169440242055,4.387291981845689,high proportion,low proportion,high proportion,medium proportion,medium proportion,medium proportion
13041,Gardanne,93,13,1691,286,131,280,93,478,120,248,Sud-Est,19579,17.482517482517483,17.226890756302527,12.987012987012985,17.094017094017094,7.339449541284409,high pay gap,medium pay gap,medium pay gap,low pay gap,18.6046511627907,31.760797342192692,7.973421926910299,16.47840531561462,19.003322259136212,6.179401993355482,medium proportion,medium proportion,high proportion,low proportion,medium proportion,medium proportion
13042,Gémenos,93,13,1030,107,56,209,77,318,101,132,Sud-Est,5944,30.04926108374385,24.516129032258068,8.227848101265826,26.71232876712329,18.110236220472434,high pay gap,low pay gap,high pay gap,high pay gap,22.139830508474574,33.686440677966104,10.699152542372882,13.983050847457626,11.334745762711865,8.15677966101695,high proportion,medium proportion,low proportion,high proportion,low proportion,high proportion
13043,Gignac-la-Nerthe,93,13,614,78,33,87,40,164,38,137,Sud-Est,9100,16.778523489932887,13.675213675213675,18.902439024390233,22.95081967213114,6.956521739130441,medium pay gap,high pay gap,high pay gap,low pay gap,15.992647058823529,30.14705882352941,6.985294117647059,25.183823529411764,14.338235294117647,7.352941176470589,medium proportion,medium proportion,medium proportion,low proportion,high proportion,high proportion
13044,Grans,93,13,340,48,29,65,9,79,25,57,Sud-Est,4353,26.486486486486488,29.677419354838708,14.024390243902435,19.68503937007874,7.826086956521743,high pay gap,medium pay gap,high pay gap,low pay gap,22.968197879858657,27.915194346289752,8.8339222614841,20.141342756183743,16.96113074204947,3.180212014134275,high proportion,low proportion,medium proportion,medium proportion,medium proportion,low proportion
13045,Graveson,93,13,387,45,32,64,16,103,21,92,Sud-Est,4531,15.441176470588234,8.23045267489712,14.569536423841056,19.09090909090909,12.612612612612617,low pay gap,medium pay gap,high pay gap,medium pay gap,18.7683284457478,30.205278592375368,6.158357771260997,26.97947214076246,13.196480938416421,4.69208211143695,medium proportion,medium proportion,low proportion,low proportion,high proportion,medium proportion
13046,Gréasque,93,13,275,47,27,56,14,66,23,39,Sud-Est,3964,23.163841807909606,21.126760563380284,7.382550335570468,13.4453781512605,10.924369747899165,high pay gap,low pay gap,medium pay gap,medium pay gap,22.857142857142858,26.93877551020408,9.387755102040817,15.918367346938775,19.183673469387756,5.714285714285714,high proportion,low proportion,high proportion,medium proportion,medium proportion,medium proportion
13047,Istres,93,13,2462,425,220,304,100,818,179,377,Sud-Est,41919,24.34210526315789,17.14285714285714,21.818181818181817,27.77777777777778,7.407407407407414,medium pay gap,high pay gap,high pay gap,low pay gap,13.799364502950523,37.13118474807081,8.125283704039946,17.113027689514297,19.291874716295958,4.5392646391284615,low proportion,high proportion,high proportion,low proportion,medium proportion,medium proportion
13048,Jouques,93,13,258,43,24,55,7,57,22,43,Sud-Est,4213,27.272727272727277,21.29963898916967,14.379084967320269,16.806722689075627,12.605042016806722,high pay gap,medium pay gap,medium pay gap,medium pay gap,24.229074889867842,25.11013215859031,9.691629955947137,18.94273127753304,18.94273127753304,3.0837004405286343,high proportion,low proportion,high proportion,medium proportion,medium proportion,low proportion
13050,Lambesc,93,13,746,108,54,170,45,184,65,111,Sud-Est,9172,29.378531073446325,25.912408759124084,17.901234567901227,16.806722689075627,15.702479338842979,high pay gap,high pay gap,medium pay gap,medium pay gap,24.890190336749633,26.939970717423133,9.51683748169839,16.251830161054173,15.812591508052709,6.588579795021962,high proportion,low proportion,medium proportion,medium proportion,medium proportion,high proportion
13051,Lançon-Provence,93,13,660,73,42,127,31,160,34,159,Sud-Est,8628,22.98850574712643,21.561338289962816,15.476190476190485,20.0,15.447154471544716,high pay gap,medium pay gap,high pay gap,medium pay gap,21.746575342465754,27.397260273972602,5.821917808219178,27.22602739726027,12.5,5.308219178082192,high proportion,low proportion,low proportion,low proportion,high proportion,medium proportion
13052,Maillane,93,13,188,17,26,29,7,50,15,42,Sud-Est,2442,18.881118881118887,21.91235059760956,4.827586206896547,17.857142857142858,9.999999999999996,high pay gap,low pay gap,high pay gap,medium pay gap,18.125,31.25,9.375,26.25,10.625,4.375,medium proportion,medium proportion,low proportion,medium proportion,high proportion,medium proportion
13053,Mallemort,93,13,535,76,39,84,27,160,57,76,Sud-Est,5839,27.04402515723271,27.924528301886788,22.22222222222222,22.68907563025211,12.173913043478263,high pay gap,high pay gap,high pay gap,medium pay gap,17.5,33.33333333333333,11.875,15.833333333333332,15.833333333333332,5.625,medium proportion,medium proportion,medium proportion,high proportion,medium proportion,medium proportion
13054,Marignane,93,13,2252,365,154,295,59,595,137,457,Sud-Est,33348,16.901408450704217,18.723404255319142,16.35220125786163,21.1864406779661,7.964601769911507,high pay gap,medium pay gap,high pay gap,low pay gap,15.461215932914046,31.18448637316562,7.180293501048219,23.951781970649897,19.129979035639412,3.0922431865828095,medium proportion,medium proportion,high proportion,low proportion,high proportion,low proportion
13055,Marseille,93,13,68332,12474,3996,14648,1905,20105,6002,7149,Sud-Est,834137,15.540540540540546,18.039215686274517,14.556962025316459,19.819819819819813,3.738317757009333,high pay gap,medium pay gap,high pay gap,low pay gap,23.518456079508052,32.28007642534882,9.636658478236438,11.478252492654496,20.027936997254468,3.058619526997736,high proportion,medium proportion,high proportion,medium proportion,low proportion,low proportion
13056,Martigues,93,13,3034,526,238,475,129,961,230,340,Sud-Est,47779,18.954248366013076,18.503937007874015,19.760479041916163,24.390243902439025,11.206896551724128,high pay gap,high pay gap,high pay gap,medium pay gap,17.85043216835776,36.11424276587749,8.64336715520481,12.777151446824503,19.767004885381436,4.8478015783540025,medium proportion,medium proportion,high proportion,medium proportion,low proportion,medium proportion
13058,Maussane-les-Alpilles,93,13,268,31,27,49,8,90,38,21,Sud-Est,2112,26.70807453416149,27.173913043478258,9.395973154362418,16.379310344827587,12.499999999999988,high pay gap,medium pay gap,medium pay gap,medium pay gap,20.675105485232066,37.9746835443038,16.033755274261605,8.860759493670885,13.080168776371309,3.375527426160337,high proportion,high proportion,low proportion,high proportion,low proportion,low proportion
13059,Meyrargues,93,13,300,40,19,49,16,81,27,56,Sud-Est,3591,27.52808988764045,26.408450704225356,16.049382716049383,2.542372881355938,20.47244094488189,high pay gap,medium pay gap,low pay gap,high pay gap,18.21561338289963,30.111524163568777,10.037174721189592,20.817843866171003,14.869888475836431,5.947955390334572,medium proportion,medium proportion,medium proportion,medium proportion,high proportion,medium proportion
13060,Meyreuil,93,13,796,62,28,206,45,159,71,201,Sud-Est,5328,27.41935483870968,30.3921568627451,8.496732026143796,21.093750000000007,14.634146341463419,high pay gap,low pay gap,high pay gap,medium pay gap,27.688172043010752,21.370967741935484,9.543010752688172,27.016129032258064,8.333333333333332,6.048387096774194,high proportion,low proportion,low proportion,medium proportion,high proportion,medium proportion
13062,Mimet,93,13,247,42,25,61,16,49,10,31,Sud-Est,4444,21.92513368983957,17.625899280575545,14.942528735632173,16.0,8.264462809917356,high pay gap,medium pay gap,medium pay gap,low pay gap,29.1866028708134,23.444976076555022,4.784688995215311,14.832535885167463,20.095693779904305,7.655502392344498,high proportion,low proportion,high proportion,low proportion,medium proportion,high proportion
13063,Miramas,93,13,1249,211,105,138,42,419,87,210,Sud-Est,24979,19.999999999999996,16.228070175438596,19.607843137254903,20.33898305084746,14.782608695652169,medium pay gap,high pay gap,high pay gap,medium pay gap,12.466124661246612,37.85004516711834,7.8590785907859075,18.97018970189702,19.060523938572718,3.7940379403794036,low proportion,high proportion,high proportion,low proportion,medium proportion,low proportion
13064,Mollégès,93,13,212,23,19,43,12,63,8,39,Sud-Est,2529,18.181818181818183,6.17760617760617,18.404907975460123,16.666666666666668,10.714285714285708,low pay gap,high pay gap,medium pay gap,medium pay gap,22.872340425531913,33.51063829787234,4.25531914893617,20.74468085106383,12.23404255319149,6.382978723404255,high proportion,medium proportion,low proportion,low proportion,high proportion,medium proportion
13065,Mouriès,93,13,230,35,14,28,17,69,27,35,Sud-Est,3395,27.500000000000004,28.08988764044944,25.29411764705883,17.647058823529406,15.96638655462185,high pay gap,high pay gap,high pay gap,medium pay gap,13.270142180094787,32.70142180094787,12.796208530805686,16.587677725118482,16.587677725118482,8.056872037914692,low proportion,medium proportion,medium proportion,high proportion,medium proportion,high proportion
13066,Noves,93,13,418,37,39,58,19,128,26,98,Sud-Est,5400,16.08391608391609,19.083969465648856,7.638888888888887,10.280373831775698,9.821428571428568,high pay gap,low pay gap,medium pay gap,medium pay gap,15.846994535519126,34.97267759562842,7.103825136612022,26.775956284153008,10.10928961748634,5.191256830601093,medium proportion,medium proportion,low proportion,low proportion,high proportion,medium proportion
13067,Orgon,93,13,174,15,15,24,5,71,16,20,Sud-Est,3098,18.38235294117647,7.522123893805322,18.300653594771248,19.999999999999993,23.25581395348837,low pay gap,high pay gap,high pay gap,high pay gap,15.894039735099339,47.019867549668874,10.596026490066226,13.245033112582782,9.933774834437086,3.3112582781456954,medium proportion,high proportion,low proportion,medium proportion,low proportion,low proportion
13069,Pélissanne,93,13,608,115,57,142,19,141,36,77,Sud-Est,9691,28.34224598930481,27.491408934707902,17.15976331360946,13.709677419354845,11.382113821138214,high pay gap,high pay gap,medium pay gap,medium pay gap,26.79245283018868,26.60377358490566,6.7924528301886795,14.528301886792452,21.69811320754717,3.5849056603773586,high proportion,low proportion,high proportion,low proportion,medium proportion,low proportion
13070,La Penne-sur-Huveaune,93,13,569,84,35,97,23,165,58,88,Sud-Est,5950,12.925170068027203,13.43873517786562,6.802721088435375,17.796610169491537,10.25641025641025,medium pay gap,low pay gap,high pay gap,medium pay gap,18.83495145631068,32.038834951456316,11.262135922330096,17.0873786407767,16.310679611650485,4.466019417475728,medium proportion,medium proportion,medium proportion,high proportion,medium proportion,medium proportion
13071,Les Pennes-Mirabeau,93,13,1692,232,137,248,85,556,144,213,Sud-Est,20191,17.721518987341774,17.213114754098356,12.5,19.35483870967742,7.69230769230768,high pay gap,medium pay gap,high pay gap,low pay gap,16.77943166441137,37.61840324763194,9.742895805142084,14.411366711772667,15.696887686062247,5.7510148849797025,medium proportion,high proportion,medium proportion,medium proportion,medium proportion,medium proportion
13072,Peynier,93,13,271,30,19,79,17,59,25,35,Sud-Est,3128,21.76165803108809,17.647058823529406,10.897435897435894,12.50000000000001,5.263157894736839,high pay gap,medium pay gap,medium pay gap,low pay gap,32.244897959183675,24.081632653061224,10.204081632653061,14.285714285714285,12.244897959183673,6.938775510204081,high proportion,low proportion,low proportion,medium proportion,low proportion,high proportion
13073,Peypin,93,13,380,61,25,60,23,82,38,80,Sud-Est,5350,20.710059171597624,17.42424242424242,7.894736842105258,16.129032258064516,13.223140495867765,high pay gap,low pay gap,medium pay gap,medium pay gap,17.441860465116278,23.837209302325583,11.046511627906977,23.25581395348837,17.732558139534884,6.686046511627906,medium proportion,low proportion,high proportion,high proportion,high proportion,high proportion
13074,Peyrolles-en-Provence,93,13,286,42,25,60,12,70,18,54,Sud-Est,4793,18.181818181818183,12.400000000000006,15.286624203821647,13.157894736842104,8.620689655172415,medium pay gap,medium pay gap,medium pay gap,low pay gap,23.4375,27.34375,7.03125,21.09375,16.40625,4.6875,high proportion,low proportion,medium proportion,low proportion,high proportion,medium proportion
13075,Plan-de-Cuques,93,13,771,181,71,103,24,212,70,77,Sud-Est,10164,20.481927710843383,20.634920634920633,14.110429447852765,20.161290322580644,13.008130081300823,high pay gap,medium pay gap,high pay gap,medium pay gap,15.442278860569717,31.784107946026985,10.494752623688155,11.544227886056973,27.136431784107945,3.598200899550225,medium proportion,medium proportion,high proportion,medium proportion,low proportion,low proportion
13076,Plan-d'Orgon,93,13,287,17,25,34,13,107,20,55,Sud-Est,3197,18.70503597122302,14.847161572052398,5.3333333333333375,21.73913043478261,8.333333333333336,medium pay gap,low pay gap,high pay gap,low pay gap,13.821138211382115,43.49593495934959,8.130081300813007,22.35772357723577,6.910569105691057,5.284552845528456,low proportion,high proportion,low proportion,low proportion,high proportion,medium proportion
13077,Port-de-Bouc,93,13,1030,159,69,109,50,417,51,120,Sud-Est,16854,23.021582733812956,21.12068965517241,19.49685534591195,30.708661417322823,9.174311926605503,high pay gap,high pay gap,high pay gap,medium pay gap,12.030905077262693,46.026490066225165,5.629139072847682,13.245033112582782,17.549668874172188,5.518763796909492,low proportion,high proportion,medium proportion,low proportion,low proportion,medium proportion
13078,Port-Saint-Louis-du-Rhône,93,13,464,71,30,46,26,135,30,64,Sud-Est,8562,30.0,25.46296296296296,18.954248366013076,37.58389261744966,20.634920634920633,high pay gap,high pay gap,high pay gap,high pay gap,12.365591397849462,36.29032258064516,8.064516129032258,17.20430107526882,19.086021505376344,6.989247311827956,low proportion,medium proportion,high proportion,low proportion,medium proportion,high proportion
13080,Le Puy-Sainte-Réparade,93,13,409,65,24,76,30,111,33,59,Sud-Est,5075,25.71428571428571,21.660649819494584,10.322580645161288,15.254237288135597,14.16666666666666,high pay gap,medium pay gap,medium pay gap,medium pay gap,20.32085561497326,29.67914438502674,8.823529411764707,15.775401069518717,17.379679144385026,8.02139037433155,high proportion,medium proportion,medium proportion,medium proportion,medium proportion,high proportion
13081,Rognac,93,13,846,111,61,137,46,238,53,141,Sud-Est,11638,21.052631578947363,19.087136929460584,15.18987341772152,20.967741935483865,13.934426229508192,high pay gap,medium pay gap,high pay gap,medium pay gap,18.87052341597796,32.78236914600551,7.300275482093664,19.421487603305785,15.289256198347106,6.336088154269973,medium proportion,medium proportion,medium proportion,low proportion,medium proportion,medium proportion
13082,Rognes,93,13,385,60,34,105,12,91,33,45,Sud-Est,4469,32.1608040201005,30.72100313479623,15.432098765432102,23.33333333333334,10.25641025641025,high pay gap,medium pay gap,high pay gap,medium pay gap,30.346820809248555,26.300578034682083,9.53757225433526,13.005780346820808,17.341040462427745,3.4682080924855487,high proportion,low proportion,medium proportion,medium proportion,low proportion,low proportion
13083,Rognonas,93,13,293,46,25,42,17,93,30,35,Sud-Est,3949,20.547945205479454,23.69477911646586,12.080536912751683,11.607142857142847,12.280701754385968,high pay gap,medium pay gap,medium pay gap,medium pay gap,15.96958174904943,35.361216730038024,11.406844106463879,13.307984790874524,17.490494296577946,6.4638783269961975,medium proportion,medium proportion,medium proportion,high proportion,low proportion,medium proportion
13084,La Roque-d'Anthéron,93,13,318,57,17,58,16,96,23,43,Sud-Est,5053,24.137931034482758,23.828125000000007,15.384615384615389,28.155339805825246,8.333333333333336,high pay gap,medium pay gap,high pay gap,low pay gap,19.795221843003414,32.76450511945392,7.849829351535837,14.675767918088736,19.453924914675767,5.460750853242321,high proportion,medium proportion,high proportion,low proportion,medium proportion,medium proportion
13085,Roquefort-la-Bédoule,93,13,401,70,29,66,39,98,34,55,Sud-Est,5120,24.117647058823525,21.212121212121204,16.874999999999996,14.782608695652169,16.129032258064516,high pay gap,medium pay gap,medium pay gap,medium pay gap,18.23204419889503,27.071823204419886,9.392265193370166,15.193370165745856,19.337016574585636,10.773480662983426,medium proportion,low proportion,high proportion,medium proportion,medium proportion,high proportion
13086,Roquevaire,93,13,709,119,58,138,29,165,59,119,Sud-Est,8656,25.98870056497175,30.64516129032258,12.578616352201259,16.94915254237288,8.771929824561402,high pay gap,medium pay gap,medium pay gap,medium pay gap,21.939586645468996,26.232114467408586,9.379968203497615,18.91891891891892,18.91891891891892,4.610492845786964,high proportion,low proportion,high proportion,medium proportion,medium proportion,medium proportion
13087,Rousset,93,13,456,57,25,106,55,115,41,46,Sud-Est,4592,22.222222222222225,22.388059701492537,15.527950310559016,6.034482758620683,18.750000000000004,high pay gap,medium pay gap,low pay gap,high pay gap,25.238095238095237,27.380952380952383,9.761904761904763,10.952380952380953,13.571428571428571,13.095238095238097,high proportion,low proportion,low proportion,medium proportion,low proportion,high proportion
13088,Le Rove,93,13,372,54,30,53,28,85,32,67,Sud-Est,4557,18.125000000000004,20.400000000000006,13.924050632911397,20.967741935483865,6.956521739130441,high pay gap,medium pay gap,high pay gap,low pay gap,16.614420062695924,26.64576802507837,10.031347962382444,21.003134796238246,16.927899686520377,8.77742946708464,medium proportion,low proportion,medium proportion,medium proportion,high proportion,high proportion
13089,Saint-Andiol,93,13,307,24,16,51,18,95,17,77,Sud-Est,3179,19.548872180451138,18.4549356223176,14.765100671140946,18.348623853211006,7.619047619047626,high pay gap,medium pay gap,high pay gap,low pay gap,18.085106382978726,33.687943262411345,6.028368794326241,27.30496453900709,8.51063829787234,6.382978723404255,medium proportion,medium proportion,low proportion,low proportion,high proportion,medium proportion
13091,Saint-Cannat,93,13,553,64,39,134,31,130,50,100,Sud-Est,5449,29.743589743589748,22.10884353741497,12.34567901234568,21.311475409836063,19.083969465648856,high pay gap,medium pay gap,high pay gap,high pay gap,26.326129666011788,25.540275049115913,9.823182711198427,19.646365422396855,12.573673870333987,6.090373280943026,high proportion,low proportion,low proportion,medium proportion,medium proportion,medium proportion
13092,Saint-Chamas,93,13,489,73,45,75,30,127,32,96,Sud-Est,7915,25.46583850931678,25.390625,19.277108433734945,21.599999999999994,12.605042016806722,high pay gap,high pay gap,high pay gap,medium pay gap,17.321016166281755,29.330254041570434,7.390300230946882,22.170900692840647,16.859122401847575,6.928406466512701,medium proportion,low proportion,medium proportion,low proportion,high proportion,high proportion
13096,Saintes-Maries-de-la-Mer,93,13,549,26,57,51,5,323,55,26,Sud-Est,2654,13.27433628318584,31.37254901960784,8.823529411764701,8.910891089108915,3.157894736842113,high pay gap,medium pay gap,medium pay gap,low pay gap,10.493827160493826,66.46090534979425,11.316872427983538,5.349794238683128,5.349794238683128,1.02880658436214,low proportion,high proportion,low proportion,high proportion,low proportion,low proportion
13097,Saint-Martin-de-Crau,93,13,973,104,56,119,47,246,77,277,Sud-Est,13167,23.17880794701987,19.91869918699188,21.428571428571434,21.008403361344538,11.40350877192983,high pay gap,high pay gap,high pay gap,medium pay gap,13.67816091954023,28.27586206896552,8.85057471264368,31.839080459770113,11.954022988505747,5.402298850574713,low proportion,low proportion,low proportion,medium proportion,high proportion,medium proportion
13098,Saint-Mitre-les-Remparts,93,13,435,45,44,65,11,150,30,83,Sud-Est,5788,27.118644067796605,19.642857142857142,16.66666666666666,33.8235294117647,19.37984496124031,high pay gap,medium pay gap,high pay gap,high pay gap,16.927083333333336,39.0625,7.8125,21.614583333333336,11.71875,2.864583333333333,medium proportion,high proportion,low proportion,low proportion,high proportion,low proportion
13100,Saint-Rémy-de-Provence,93,13,1490,153,113,276,60,539,148,195,Sud-Est,9356,17.123287671232877,17.6923076923077,20.731707317073162,11.214953271028032,-1.941747572815527,high pay gap,high pay gap,medium pay gap,negative pay gap,20.13129102844639,39.31436907366886,10.795040116703136,14.22319474835886,11.159737417943107,4.3763676148796495,high proportion,high proportion,low proportion,high proportion,low proportion,medium proportion
13101,Saint-Savournin,93,13,151,38,11,29,3,30,10,27,Sud-Est,3197,20.710059171597624,15.853658536585375,14.285714285714288,-0.8196721311475527,6.896551724137923,medium pay gap,medium pay gap,negative pay gap,low pay gap,21.16788321167883,21.897810218978105,7.2992700729927,19.708029197080293,27.73722627737226,2.18978102189781,high proportion,low proportion,high proportion,low proportion,medium proportion,low proportion
13102,Saint-Victoret,93,13,644,69,51,71,23,216,39,134,Sud-Est,6382,18.439716312056735,17.62114537444934,20.731707317073162,15.000000000000005,8.10810810810811,high pay gap,high pay gap,medium pay gap,low pay gap,12.862318840579709,39.130434782608695,7.065217391304348,24.27536231884058,12.5,4.166666666666666,low proportion,high proportion,low proportion,low proportion,high proportion,low proportion
13103,Salon-de-Provence,93,13,3295,554,260,589,103,1055,267,390,Sud-Est,42016,20.91503267973857,24.44444444444445,17.721518987341774,17.391304347826086,6.422018348623864,high pay gap,high pay gap,high pay gap,low pay gap,19.91210277214334,35.66599053414469,9.026369168356998,13.184584178498987,18.728870858688303,3.4820824881676806,high proportion,medium proportion,high proportion,medium proportion,low proportion,low proportion
13104,Sausset-les-Pins,93,13,500,86,36,113,14,139,44,44,Sud-Est,7559,26.960784313725483,26.821192052980123,11.904761904761903,20.300751879699256,5.833333333333327,high pay gap,medium pay gap,high pay gap,low pay gap,25.681818181818183,31.590909090909093,10.0,10.0,19.545454545454547,3.1818181818181817,high proportion,medium proportion,high proportion,medium proportion,low proportion,low proportion
13105,Sénas,93,13,464,64,48,59,18,141,36,84,Sud-Est,6925,21.088435374149658,23.886639676113354,11.464968152866236,19.298245614035096,19.51219512195122,high pay gap,medium pay gap,high pay gap,high pay gap,14.676616915422885,35.07462686567165,8.955223880597014,20.8955223880597,15.92039800995025,4.477611940298507,medium proportion,medium proportion,medium proportion,medium proportion,high proportion,medium proportion
13106,Septèmes-les-Vallons,93,13,628,92,45,90,29,194,40,110,Sud-Est,10488,14.388489208633093,16.216216216216207,14.649681528662414,19.32773109243698,10.344827586206891,medium pay gap,medium pay gap,high pay gap,medium pay gap,16.216216216216218,34.95495495495496,7.207207207207207,19.81981981981982,16.576576576576578,5.225225225225225,medium proportion,medium proportion,medium proportion,low proportion,medium proportion,medium proportion
13107,Simiane-Collongue,93,13,339,66,20,73,10,75,28,54,Sud-Est,5320,23.404255319148938,19.928825622775808,11.656441717791413,21.96969696969696,11.382113821138214,high pay gap,medium pay gap,high pay gap,medium pay gap,23.856209150326798,24.509803921568626,9.15032679738562,17.647058823529413,21.568627450980394,3.2679738562091507,high proportion,low proportion,high proportion,medium proportion,medium proportion,low proportion
